transaction_id,account_id,transaction_amount,transaction_date,transaction_type,location,channel,login_attempts,account_balance,amount_anomaly,login_attempt_anomaly,channel_risk,high_debit_risk,low_bal_high_amount,anomaly_score,final_flag
TX000632,AC00223,810.36,2023-01-17,Debit,Columbus,ATM,1,9239.12,0,0,0,0,0,0,0
TX000633,AC00487,9.83,2023-07-24,Debit,Memphis,ATM,1,666.42,0,0,0,0,0,0,0
TX000634,AC00215,135.57,2023-06-14,Credit,Boston,Branch,1,11351.64,0,0,0,0,0,0,0
TX000635,AC00275,340.05,2023-10-27,Debit,Detroit,ATM,1,7234.15,0,0,0,0,0,0,0
TX000636,AC00482,283.45,2023-10-17,Debit,Colorado Springs,Branch,1,2049.51,0,0,0,0,0,0,0
TX000637,AC00357,100.99,2023-05-29,Debit,New York,ATM,1,8865.27,0,0,0,0,0,0,0
TX000638,AC00026,90.88,2023-02-20,Debit,Albuquerque,Branch,1,3908.47,0,0,0,0,0,0,0
TX000639,AC00416,655.15,2023-01-02,Debit,Seattle,ATM,1,5587.44,0,0,0,0,0,0,0
TX000640,AC00058,320.55,2023-05-01,Debit,Milwaukee,Online,1,438.75,0,0,1,0,0,1,0
TX000641,AC00170,41.51,2023-10-04,Debit,Phoenix,Online,1,609.60,0,0,1,0,0,1,0
TX000642,AC00262,71.53,2023-10-30,Credit,Jacksonville,Branch,1,2393.73,0,0,0,0,0,0,0
TX000643,AC00032,467.13,2023-09-28,Credit,Kansas City,Branch,1,3914.84,0,0,0,0,0,0,0
TX000644,AC00131,235.40,2023-09-26,Debit,Detroit,Branch,1,818.36,0,0,0,0,0,0,0
TX000645,AC00176,159.32,2023-01-16,Debit,Seattle,Branch,1,304.44,0,0,0,0,0,0,0
TX000646,AC00139,50.83,2023-12-18,Credit,Philadelphia,Online,1,9553.42,0,0,1,0,0,1,0
TX000647,AC00056,56.89,2023-02-03,Credit,Houston,Branch,1,3034.67,0,0,0,0,0,0,0
TX000648,AC00276,20.22,2023-03-10,Debit,Jacksonville,ATM,1,5515.32,0,0,0,0,0,0,0
TX000649,AC00447,50.40,2023-03-27,Debit,San Antonio,Branch,1,1677.01,0,0,0,0,0,0,0
TX000650,AC00143,73.88,2023-05-08,Debit,Los Angeles,Branch,1,4055.55,0,0,0,0,0,0,0
TX000651,AC00139,119.61,2023-03-14,Debit,San Diego,ATM,1,9899.94,0,0,0,0,0,0,0
TX000652,AC00208,1241.05,2023-11-21,Debit,Miami,Branch,1,756.74,1,0,0,1,1,3,1
TX000653,AC00426,116.58,2023-08-31,Debit,Raleigh,Branch,1,2620.74,0,0,0,0,0,0,0
TX000654,AC00423,1919.11,2023-06-27,Debit,Portland,ATM,1,11090.24,1,0,0,1,0,2,0
TX000655,AC00381,391.96,2023-06-19,Debit,Nashville,ATM,1,2174.16,0,0,0,0,0,0,0
TX000656,AC00458,156.26,2023-01-02,Credit,Virginia Beach,Branch,1,7854.10,0,0,0,0,0,0,0
TX000657,AC00014,427.00,2023-07-31,Credit,Oklahoma City,Branch,1,8253.65,0,0,0,0,0,0,0
TX000658,AC00071,443.68,2023-04-25,Debit,Tucson,ATM,1,874.15,0,0,0,0,0,0,0
TX000659,AC00054,101.76,2023-02-20,Debit,Philadelphia,Branch,1,6043.25,0,0,0,0,0,0,0
TX000660,AC00182,67.57,2023-08-17,Debit,Charlotte,Branch,1,2766.12,0,0,0,0,0,0,0
TX000661,AC00257,326.29,2023-12-06,Debit,Denver,Online,1,8171.26,0,0,1,0,0,1,0
TX000662,AC00006,158.56,2023-02-28,Debit,Sacramento,ATM,1,5401.21,0,0,0,0,0,0,0
TX000663,AC00424,56.02,2023-06-19,Debit,Memphis,Online,1,3548.02,0,0,1,0,0,1,0
TX000664,AC00131,288.28,2023-01-17,Debit,Portland,Online,1,160.83,0,0,1,0,1,2,0
TX000665,AC00133,245.67,2023-01-02,Credit,Portland,Branch,1,752.25,0,0,0,0,0,0,0
TX000666,AC00393,152.18,2023-08-07,Credit,Los Angeles,Online,4,2459.84,0,1,1,0,0,2,0
TX000667,AC00361,114.35,2023-11-27,Credit,El Paso,Branch,1,469.12,0,0,0,0,0,0,0
TX000668,AC00092,373.27,2023-07-18,Credit,Miami,Online,1,8441.61,0,0,1,0,0,1,0
TX000669,AC00049,504.63,2023-11-13,Debit,Portland,Online,1,3806.16,0,0,1,0,0,1,0
TX000670,AC00023,126.22,2023-05-04,Debit,Atlanta,ATM,4,6133.41,0,1,0,0,0,1,0
TX000671,AC00323,820.15,2023-12-18,Debit,Kansas City,Branch,1,8802.97,0,0,0,0,0,0,0
TX000672,AC00372,986.81,2023-03-31,Credit,Houston,Online,1,14881.77,0,0,1,0,0,1,0
TX000673,AC00497,8.37,2023-01-12,Debit,Colorado Springs,ATM,1,1106.34,0,0,0,0,0,0,0
TX000674,AC00130,197.49,2023-07-03,Credit,Fresno,Online,1,5005.33,0,0,1,0,0,1,0
TX000675,AC00034,637.97,2023-10-23,Debit,New York,Branch,1,7949.03,0,0,0,0,0,0,0
TX000676,AC00286,13.52,2023-05-15,Debit,Seattle,ATM,1,259.77,0,0,0,0,0,0,0
TX000677,AC00232,432.10,2023-03-20,Debit,San Francisco,ATM,1,2114.30,0,0,0,0,0,0,0
TX000678,AC00182,375.17,2023-06-08,Debit,Fort Worth,ATM,2,5495.30,0,0,0,0,0,0,0
TX000679,AC00136,642.68,2023-02-17,Debit,Fresno,Branch,1,8461.46,0,0,0,0,0,0,0
TX000680,AC00101,78.44,2023-11-21,Credit,San Jose,Online,1,6870.84,0,0,1,0,0,1,0
TX000681,AC00328,139.72,2023-01-16,Debit,Memphis,Branch,1,5058.83,0,0,0,0,0,0,0
TX000682,AC00356,499.99,2023-08-02,Debit,San Jose,Branch,1,8885.00,0,0,0,0,0,0,0
TX000683,AC00312,10.07,2023-01-17,Debit,Albuquerque,Online,1,530.81,0,0,1,0,0,1,0
TX000684,AC00242,120.62,2023-02-27,Debit,Raleigh,ATM,1,9379.53,0,0,0,0,0,0,0
TX000685,AC00123,578.49,2023-10-16,Debit,Nashville,Branch,1,6475.13,0,0,0,0,0,0,0
TX000686,AC00071,119.30,2023-08-28,Debit,Mesa,Branch,5,319.04,0,1,0,0,0,1,0
TX000687,AC00370,280.92,2024-01-01,Debit,Phoenix,Online,1,5298.85,0,0,1,0,0,1,0
TX000688,AC00330,42.42,2023-06-01,Debit,Sacramento,Online,1,490.57,0,0,1,0,0,1,0
TX000689,AC00218,77.03,2023-06-19,Debit,Fresno,ATM,1,11310.27,0,0,0,0,0,0,0
TX000690,AC00437,22.59,2023-03-27,Debit,Seattle,ATM,1,3988.75,0,0,0,0,0,0,0
TX000691,AC00287,568.76,2023-10-09,Debit,Baltimore,ATM,1,7484.32,0,0,0,0,0,0,0
TX000692,AC00418,25.94,2023-10-16,Credit,San Jose,Online,5,4815.11,0,1,1,0,0,2,0
TX000693,AC00465,105.94,2023-08-07,Debit,Oklahoma City,Branch,1,5963.10,0,0,0,0,0,0,0
TX000694,AC00011,733.29,2023-03-15,Debit,Virginia Beach,ATM,5,10427.00,0,1,0,0,0,1,0
TX000695,AC00432,350.15,2023-11-27,Credit,Fresno,ATM,1,296.47,0,0,0,0,1,1,0
TX000696,AC00240,1151.18,2023-08-25,Debit,Kansas City,ATM,1,1100.06,0,0,0,0,1,1,0
TX000697,AC00497,183.67,2023-06-26,Debit,San Diego,Online,1,910.26,0,0,1,0,0,1,0
TX000698,AC00026,278.27,2023-04-10,Debit,Tucson,Branch,1,6684.34,0,0,0,0,0,0,0
TX000699,AC00277,470.30,2023-09-12,Debit,Austin,ATM,1,8524.09,0,0,0,0,0,0,0
TX000700,AC00116,261.69,2023-11-27,Debit,Philadelphia,ATM,1,5126.65,0,0,0,0,0,0,0
TX000701,AC00367,365.04,2023-03-06,Debit,Virginia Beach,Branch,1,873.89,0,0,0,0,0,0,0
TX000702,AC00030,211.10,2023-09-14,Debit,Miami,Branch,1,7059.77,0,0,0,0,0,0,0
TX000703,AC00111,21.49,2023-05-04,Debit,Denver,ATM,1,11991.24,0,0,0,0,0,0,0
TX000704,AC00220,63.58,2023-09-11,Debit,Columbus,ATM,1,8086.04,0,0,0,0,0,0,0
TX000705,AC00295,321.86,2023-07-24,Debit,San Antonio,ATM,1,12626.49,0,0,0,0,0,0,0
TX000706,AC00137,12.11,2023-12-12,Debit,Jacksonville,Branch,1,1730.28,0,0,0,0,0,0,0
TX000707,AC00004,642.54,2023-05-10,Debit,Milwaukee,Branch,1,3143.17,0,0,0,0,0,0,0
TX000708,AC00442,210.45,2023-12-11,Debit,Las Vegas,ATM,1,1242.49,0,0,0,0,0,0,0
TX000709,AC00201,313.65,2023-01-30,Credit,Chicago,Branch,1,1886.36,0,0,0,0,0,0,0
TX000710,AC00462,99.76,2023-08-07,Debit,Sacramento,Branch,1,416.89,0,0,0,0,0,0,0
TX000711,AC00390,115.32,2023-07-25,Debit,Denver,Branch,1,5929.08,0,0,0,0,0,0,0
TX000712,AC00297,33.61,2023-08-21,Debit,Milwaukee,Online,1,479.08,0,0,1,0,0,1,0
TX000713,AC00173,498.59,2023-01-30,Credit,Oklahoma City,Online,1,5862.99,0,0,1,0,0,1,0
TX000714,AC00382,98.81,2023-09-04,Debit,San Francisco,Branch,1,797.10,0,0,0,0,0,0,0
TX000715,AC00175,1.87,2023-10-20,Debit,Washington,ATM,1,7287.94,0,0,0,0,0,0,0
TX000716,AC00035,78.92,2023-06-15,Credit,Jacksonville,Online,1,5624.86,0,0,1,0,0,1,0
TX000717,AC00219,194.29,2023-01-23,Credit,Seattle,Branch,1,2988.41,0,0,0,0,0,0,0
TX000718,AC00416,28.73,2023-10-31,Debit,Kansas City,ATM,1,2712.96,0,0,0,0,0,0,0
TX000719,AC00467,105.53,2023-06-16,Debit,Colorado Springs,Online,1,1433.66,0,0,1,0,0,1,0
TX000720,AC00465,737.34,2023-03-20,Debit,Miami,Online,1,7336.56,0,0,1,0,0,1,0
TX000721,AC00102,237.86,2023-02-06,Debit,Philadelphia,ATM,1,475.63,0,0,0,0,0,0,0
TX000722,AC00119,409.61,2023-07-26,Debit,Kansas City,Branch,1,11698.15,0,0,0,0,0,0,0
TX000723,AC00418,75.53,2023-08-21,Credit,Fresno,Online,1,1034.35,0,0,1,0,0,1,0
TX000724,AC00237,72.75,2023-05-01,Debit,Phoenix,ATM,1,12042.79,0,0,0,0,0,0,0
TX000725,AC00279,39.11,2023-09-01,Debit,Columbus,Online,1,518.54,0,0,1,0,0,1,0
TX000726,AC00067,1309.79,2023-03-06,Debit,San Francisco,ATM,1,1258.93,1,0,0,1,1,3,1
TX000727,AC00043,729.38,2023-11-14,Debit,Los Angeles,ATM,1,9127.65,0,0,0,0,0,0,0
TX000728,AC00012,137.49,2023-07-26,Debit,Fort Worth,ATM,1,4471.05,0,0,0,0,0,0,0
TX000729,AC00244,504.71,2023-04-10,Debit,Detroit,Online,1,6214.54,0,0,1,0,0,1,0
TX000730,AC00395,371.47,2023-05-30,Credit,Milwaukee,Branch,1,1187.04,0,0,0,0,0,0,0
TX000731,AC00253,430.35,2023-02-20,Debit,Charlotte,Online,1,354.90,0,0,1,0,1,2,0
TX000732,AC00394,230.32,2023-05-15,Debit,Las Vegas,Branch,1,791.46,0,0,0,0,0,0,0
TX000733,AC00457,121.71,2023-09-05,Debit,Chicago,ATM,1,5878.89,0,0,0,0,0,0,0
TX000734,AC00046,98.87,2023-01-03,Debit,Detroit,Online,1,533.20,0,0,1,0,0,1,0
TX000735,AC00011,117.55,2023-05-19,Debit,Fresno,ATM,1,897.94,0,0,0,0,0,0,0
TX000736,AC00045,244.64,2023-02-21,Debit,Tucson,Branch,1,9159.56,0,0,0,0,0,0,0
TX000737,AC00181,321.93,2023-12-04,Debit,Nashville,ATM,1,4392.73,0,0,0,0,0,0,0
TX000738,AC00149,1092.73,2023-01-23,Debit,Columbus,Branch,1,1390.98,0,0,0,0,0,0,0
TX000739,AC00288,283.23,2023-02-06,Debit,El Paso,Online,1,2008.77,0,0,1,0,0,1,0
TX000740,AC00014,346.65,2024-01-01,Debit,Washington,Online,1,6356.96,0,0,1,0,0,1,0
TX000741,AC00153,381.62,2023-01-27,Debit,Las Vegas,Online,1,6009.12,0,0,1,0,0,1,0
TX000742,AC00164,388.65,2023-02-21,Debit,Oklahoma City,ATM,1,7896.85,0,0,0,0,0,0,0
TX000743,AC00159,29.22,2023-07-06,Debit,San Antonio,ATM,1,1649.43,0,0,0,0,0,0,0
TX000744,AC00360,46.75,2023-07-31,Debit,Colorado Springs,Branch,1,2840.43,0,0,0,0,0,0,0
TX000745,AC00326,348.64,2023-06-09,Debit,San Jose,Online,1,3274.96,0,0,1,0,0,1,0
TX000746,AC00110,319.17,2023-01-11,Debit,Tucson,Online,1,6501.56,0,0,1,0,0,1,0
TX000747,AC00110,73.95,2023-11-03,Debit,Kansas City,ATM,1,363.92,0,0,0,0,0,0,0
TX000748,AC00257,389.63,2023-02-16,Debit,Mesa,Online,1,9748.48,0,0,1,0,0,1,0
TX000749,AC00145,217.61,2023-03-16,Debit,Chicago,ATM,1,1404.53,0,0,0,0,0,0,0
TX000750,AC00455,199.84,2023-01-16,Debit,Dallas,ATM,1,706.44,0,0,0,0,0,0,0
TX000751,AC00282,56.35,2023-02-09,Debit,Charlotte,ATM,1,5095.73,0,0,0,0,0,0,0
TX000752,AC00045,248.95,2023-06-16,Credit,San Francisco,Branch,1,3059.79,0,0,0,0,0,0,0
TX000753,AC00390,142.58,2023-06-19,Debit,San Antonio,ATM,1,7844.23,0,0,0,0,0,0,0
TX000754,AC00032,1020.73,2023-07-24,Debit,Fort Worth,ATM,1,1119.61,0,0,0,0,0,0,0
TX000755,AC00153,84.34,2023-06-08,Debit,Memphis,Online,3,5313.97,0,0,1,0,0,1,0
TX000756,AC00460,1607.55,2023-09-07,Debit,Phoenix,ATM,1,6227.99,1,0,0,1,0,2,0
TX000757,AC00154,333.78,2023-11-30,Debit,San Diego,ATM,1,6810.94,0,0,0,0,0,0,0
TX000758,AC00190,332.59,2023-07-13,Debit,San Antonio,Online,1,1457.07,0,0,1,0,0,1,0
TX000759,AC00156,236.81,2023-10-26,Debit,Oklahoma City,Branch,1,813.68,0,0,0,0,0,0,0
TX000760,AC00005,417.80,2023-06-26,Credit,Philadelphia,Branch,1,1518.82,0,0,0,0,0,0,0
TX000761,AC00126,319.27,2023-08-07,Debit,San Antonio,ATM,1,10269.78,0,0,0,0,0,0,0
TX000762,AC00201,384.10,2023-05-24,Debit,Detroit,Branch,1,672.79,0,0,0,0,0,0,0
TX000763,AC00165,820.62,2023-03-03,Credit,Fresno,Branch,1,6024.80,0,0,0,0,0,0,0
TX000764,AC00420,474.77,2023-12-25,Credit,Indianapolis,Online,1,2158.59,0,0,1,0,0,1,0
TX000765,AC00329,542.72,2023-09-04,Credit,Indianapolis,Branch,1,6011.80,0,0,0,0,0,0,0
TX000766,AC00037,79.80,2023-12-22,Debit,Fort Worth,ATM,1,6372.58,0,0,0,0,0,0,0
TX000767,AC00293,46.24,2023-03-13,Debit,San Diego,Branch,1,2569.56,0,0,0,0,0,0,0
TX000768,AC00481,327.80,2023-11-23,Debit,San Francisco,ATM,1,10585.48,0,0,0,0,0,0,0
TX000769,AC00233,445.79,2023-07-07,Debit,Las Vegas,ATM,1,717.99,0,0,0,0,0,0,0
TX000770,AC00235,55.89,2023-08-17,Debit,Fresno,Online,1,3689.65,0,0,1,0,0,1,0
TX000771,AC00324,158.41,2023-02-09,Debit,Sacramento,Branch,1,1512.16,0,0,0,0,0,0,0
TX000772,AC00029,101.19,2023-11-29,Credit,Denver,Online,1,14389.45,0,0,1,0,0,1,0
TX000773,AC00093,827.14,2023-01-17,Debit,El Paso,Branch,4,9800.21,0,1,0,0,0,1,0
TX000774,AC00141,61.97,2023-05-22,Debit,Phoenix,ATM,1,7014.69,0,0,0,0,0,0,0
TX000775,AC00061,27.21,2023-06-14,Debit,San Jose,ATM,1,3520.61,0,0,0,0,0,0,0
TX000776,AC00092,173.74,2023-09-08,Debit,Houston,Online,1,4913.42,0,0,1,0,0,1,0
TX000777,AC00354,176.11,2023-08-10,Debit,San Jose,Branch,1,9155.35,0,0,0,0,0,0,0
TX000778,AC00358,88.40,2023-11-10,Debit,Fort Worth,Online,1,2567.53,0,0,1,0,0,1,0
TX000779,AC00078,567.92,2023-06-20,Debit,Columbus,Online,1,3779.47,0,0,1,0,0,1,0
TX000780,AC00013,138.11,2023-12-11,Credit,Phoenix,Online,1,4177.65,0,0,1,0,0,1,0
TX000781,AC00030,456.93,2023-09-26,Credit,Virginia Beach,Branch,1,7284.76,0,0,0,0,0,0,0
TX000782,AC00074,101.42,2023-04-25,Debit,Atlanta,Online,1,6530.59,0,0,1,0,0,1,0
TX000783,AC00399,300.61,2023-05-01,Debit,El Paso,Online,1,7895.54,0,0,1,0,0,1,0
TX000784,AC00323,265.94,2023-06-05,Debit,Boston,Online,1,6781.30,0,0,1,0,0,1,0
TX000785,AC00107,345.54,2023-01-24,Debit,San Diego,Online,1,2091.78,0,0,1,0,0,1,0
TX000786,AC00211,411.52,2023-01-10,Debit,Los Angeles,ATM,1,11108.39,0,0,0,0,0,0,0
TX000787,AC00297,111.21,2023-08-21,Debit,Portland,Branch,1,9088.36,0,0,0,0,0,0,0
TX000788,AC00102,316.37,2023-08-28,Debit,Colorado Springs,ATM,1,4671.69,0,0,0,0,0,0,0
TX000789,AC00196,260.63,2023-12-20,Debit,Fort Worth,Branch,1,7534.73,0,0,0,0,0,0,0
TX000790,AC00342,92.36,2023-03-27,Debit,Dallas,ATM,1,6353.14,0,0,0,0,0,0,0
TX000791,AC00027,262.06,2023-09-11,Debit,Oklahoma City,Branch,1,13587.52,0,0,0,0,0,0,0
TX000792,AC00339,64.50,2023-08-17,Debit,Denver,ATM,1,1351.24,0,0,0,0,0,0,0
TX000793,AC00468,253.55,2023-01-11,Debit,Jacksonville,ATM,5,2797.26,0,1,0,0,0,1,0
TX000794,AC00262,408.28,2023-03-15,Credit,Nashville,Branch,3,1222.77,0,0,0,0,0,0,0
TX000795,AC00425,175.94,2023-06-05,Debit,Indianapolis,ATM,1,3728.04,0,0,0,0,0,0,0
TX000796,AC00161,199.47,2023-08-14,Debit,Detroit,Online,1,6067.44,0,0,1,0,0,1,0
TX000797,AC00417,51.07,2023-01-23,Debit,Dallas,Branch,1,4292.16,0,0,0,0,0,0,0
TX000798,AC00208,435.86,2023-12-29,Debit,Jacksonville,ATM,1,3801.82,0,0,0,0,0,0,0
TX000799,AC00304,74.73,2023-01-30,Credit,Jacksonville,Branch,1,6353.22,0,0,0,0,0,0,0
TX000800,AC00166,182.79,2023-10-25,Credit,Louisville,Online,1,1251.85,0,0,1,0,0,1,0
TX000801,AC00279,628.36,2023-01-20,Debit,Austin,Online,1,11869.71,0,0,1,0,0,1,0
TX000802,AC00114,268.39,2023-02-21,Debit,San Antonio,Online,1,9409.43,0,0,1,0,0,1,0
TX000803,AC00411,362.27,2023-05-11,Debit,Jacksonville,ATM,1,6003.59,0,0,0,0,0,0,0
TX000804,AC00380,560.15,2023-08-14,Credit,Memphis,Online,1,817.83,0,0,1,0,0,1,0
TX000805,AC00272,351.99,2023-06-12,Debit,Chicago,ATM,2,3663.64,0,0,0,0,0,0,0
TX000806,AC00202,132.36,2023-03-13,Debit,Colorado Springs,Branch,1,319.65,0,0,0,0,0,0,0
TX000807,AC00053,24.77,2023-11-01,Credit,Nashville,Online,1,478.23,0,0,1,0,0,1,0
TX000808,AC00316,668.67,2023-11-07,Debit,Detroit,Online,4,13446.81,0,1,1,0,0,2,0
TX000809,AC00422,80.24,2023-05-19,Credit,New York,Branch,1,8012.81,0,0,0,0,0,0,0
TX000810,AC00083,8.65,2023-11-20,Debit,Mesa,ATM,1,4201.22,0,0,0,0,0,0,0
TX000811,AC00125,178.91,2023-03-15,Debit,Omaha,ATM,1,8870.89,0,0,0,0,0,0,0
TX000812,AC00227,115.22,2023-12-08,Debit,San Francisco,Branch,1,906.20,0,0,0,0,0,0,0
TX000813,AC00292,161.63,2023-12-25,Debit,San Jose,Online,1,9286.37,0,0,1,0,0,1,0
TX000814,AC00319,542.75,2023-12-07,Credit,Nashville,Branch,1,2224.08,0,0,0,0,0,0,0
TX000815,AC00431,317.47,2023-05-01,Credit,Sacramento,Online,1,14639.28,0,0,1,0,0,1,0
TX000816,AC00365,280.99,2023-02-20,Debit,Houston,Branch,1,9733.59,0,0,0,0,0,0,0
TX000817,AC00050,24.19,2023-02-08,Debit,San Diego,ATM,1,2756.20,0,0,0,0,0,0,0
TX000818,AC00129,586.85,2023-08-15,Debit,Mesa,ATM,1,6655.15,0,0,0,0,0,0,0
TX000819,AC00366,372.41,2023-06-19,Debit,San Diego,ATM,1,3233.87,0,0,0,0,0,0,0
TX000820,AC00452,63.17,2023-07-25,Debit,Fresno,ATM,1,1676.57,0,0,0,0,0,0,0
TX000821,AC00339,383.69,2023-10-31,Debit,Colorado Springs,Online,1,8371.11,0,0,1,0,0,1,0
TX000822,AC00389,247.17,2023-05-22,Credit,Chicago,Branch,1,2611.64,0,0,0,0,0,0,0
TX000823,AC00188,48.78,2023-08-11,Credit,Kansas City,Branch,1,552.06,0,0,0,0,0,0,0
TX000824,AC00039,4.15,2023-10-19,Credit,Omaha,Branch,1,6017.36,0,0,0,0,0,0,0
TX000825,AC00319,60.99,2023-08-01,Debit,Oklahoma City,Branch,1,7281.46,0,0,0,0,0,0,0
TX000826,AC00077,408.19,2023-12-15,Debit,Mesa,Branch,1,6847.47,0,0,0,0,0,0,0
TX000827,AC00131,524.60,2023-04-07,Debit,El Paso,Branch,1,13017.70,0,0,0,0,0,0,0
TX000828,AC00180,108.96,2023-10-10,Debit,Milwaukee,ATM,1,7597.66,0,0,0,0,0,0,0
TX000829,AC00249,70.03,2023-12-18,Debit,Nashville,Branch,1,7330.31,0,0,0,0,0,0,0
TX000830,AC00454,124.84,2023-09-22,Debit,Louisville,Online,1,6711.78,0,0,1,0,0,1,0
TX000831,AC00076,324.04,2023-07-05,Debit,Virginia Beach,ATM,1,2248.06,0,0,0,0,0,0,0
TX000832,AC00386,39.69,2023-04-24,Debit,Austin,Online,1,3524.68,0,0,1,0,0,1,0
TX000833,AC00444,157.70,2023-12-01,Credit,Omaha,Branch,1,8332.58,0,0,0,0,0,0,0
TX000834,AC00307,81.27,2023-11-07,Credit,Seattle,Online,1,1814.48,0,0,1,0,0,1,0
TX000835,AC00397,193.82,2023-04-20,Debit,Kansas City,Branch,1,3886.77,0,0,0,0,0,0,0
TX000836,AC00078,16.73,2023-11-30,Debit,Omaha,Online,1,7591.13,0,0,1,0,0,1,0
TX000837,AC00348,474.05,2023-08-10,Debit,San Jose,ATM,1,1484.31,0,0,0,0,0,0,0
TX000838,AC00169,39.21,2023-05-10,Debit,Miami,ATM,4,9385.57,0,1,0,0,0,1,0
TX000839,AC00007,637.75,2023-07-24,Debit,Dallas,Branch,1,4202.92,0,0,0,0,0,0,0
TX000840,AC00009,153.59,2023-05-04,Credit,Portland,Branch,1,4813.12,0,0,0,0,0,0,0
TX000841,AC00065,186.60,2023-10-25,Debit,Tucson,Branch,1,9716.68,0,0,0,0,0,0,0
TX000842,AC00362,644.08,2023-05-08,Debit,Atlanta,Online,1,1980.62,0,0,1,0,0,1,0
TX000843,AC00444,226.66,2023-12-27,Debit,Austin,Branch,1,10216.25,0,0,0,0,0,0,0
TX000844,AC00106,305.00,2023-10-12,Debit,Phoenix,ATM,1,944.83,0,0,0,0,0,0,0
TX000845,AC00241,233.10,2023-01-16,Credit,Nashville,Branch,1,7469.20,0,0,0,0,0,0,0
TX000846,AC00092,793.13,2023-05-10,Debit,Memphis,Online,1,13389.16,0,0,1,0,0,1,0
TX000847,AC00173,224.19,2023-09-21,Debit,Houston,ATM,1,8475.47,0,0,0,0,0,0,0
TX000848,AC00363,214.83,2023-03-20,Credit,Tucson,ATM,1,991.69,0,0,0,0,0,0,0
TX000849,AC00185,163.46,2023-09-08,Credit,Baltimore,Branch,1,6953.80,0,0,0,0,0,0,0
TX000850,AC00370,194.99,2023-12-01,Debit,Jacksonville,Branch,1,1370.03,0,0,0,0,0,0,0
TX000851,AC00124,23.40,2023-02-08,Debit,El Paso,ATM,4,14851.28,0,1,0,0,0,1,0
TX000852,AC00412,227.50,2023-03-13,Debit,Sacramento,Online,1,11505.35,0,0,1,0,0,1,0
TX000853,AC00068,259.90,2023-06-22,Debit,Oklahoma City,Online,1,914.28,0,0,1,0,0,1,0
TX000854,AC00321,59.51,2023-04-04,Credit,Dallas,Online,1,9955.88,0,0,1,0,0,1,0
TX000855,AC00302,50.63,2023-05-24,Debit,Columbus,Online,1,4732.81,0,0,1,0,0,1,0
TX000856,AC00217,1074.95,2023-06-02,Debit,Jacksonville,Branch,1,530.86,0,0,0,0,1,1,0
TX000857,AC00298,112.94,2023-11-24,Credit,San Antonio,Online,1,3807.84,0,0,1,0,0,1,0
TX000858,AC00327,11.81,2023-02-27,Debit,Phoenix,ATM,1,320.25,0,0,0,0,0,0,0
TX000859,AC00054,329.14,2023-11-14,Debit,Sacramento,Branch,1,12033.92,0,0,0,0,0,0,0
TX000860,AC00403,154.24,2023-11-06,Debit,Mesa,ATM,1,6109.55,0,0,0,0,0,0,0
TX000861,AC00397,233.44,2023-01-20,Debit,Chicago,Online,1,1691.88,0,0,1,0,0,1,0
TX000862,AC00383,141.80,2023-11-15,Debit,Chicago,ATM,1,1697.67,0,0,0,0,0,0,0
TX000863,AC00450,209.03,2023-10-09,Debit,Detroit,Branch,1,8359.50,0,0,0,0,0,0,0
TX000864,AC00086,1137.63,2023-02-14,Debit,Baltimore,ATM,1,1629.12,0,0,0,0,0,0,0
TX000865,AC00156,261.14,2023-05-15,Debit,San Antonio,ATM,1,6100.08,0,0,0,0,0,0,0
TX000866,AC00418,101.81,2023-06-29,Debit,Fort Worth,ATM,1,13872.03,0,0,0,0,0,0,0
TX000867,AC00263,98.71,2023-09-18,Debit,Fort Worth,ATM,1,10095.23,0,0,0,0,0,0,0
TX000868,AC00009,87.38,2023-03-03,Debit,Atlanta,Branch,1,1504.99,0,0,0,0,0,0,0
TX000869,AC00436,83.39,2023-09-18,Debit,Omaha,Branch,1,13182.11,0,0,0,0,0,0,0
TX000870,AC00399,267.55,2023-06-13,Debit,Charlotte,Online,1,4330.04,0,0,1,0,0,1,0
TX000871,AC00182,870.05,2023-08-31,Debit,El Paso,ATM,1,905.25,0,0,0,0,0,0,0
TX000872,AC00482,154.32,2024-01-01,Credit,Tucson,ATM,1,6972.50,0,0,0,0,0,0,0
TX000873,AC00475,164.51,2023-06-05,Debit,Louisville,Branch,1,3553.69,0,0,0,0,0,0,0
TX000874,AC00253,758.12,2023-07-03,Debit,San Francisco,ATM,1,6164.65,0,0,0,0,0,0,0
TX000875,AC00376,103.76,2023-03-29,Debit,Kansas City,Online,1,9626.14,0,0,1,0,0,1,0
TX000876,AC00058,583.92,2023-08-01,Debit,Kansas City,Online,1,6364.14,0,0,1,0,0,1,0
TX000877,AC00304,204.06,2023-01-02,Debit,Washington,Online,1,4351.83,0,0,1,0,0,1,0
TX000878,AC00035,53.51,2023-10-26,Debit,New York,Online,1,5773.50,0,0,1,0,0,1,0
TX000879,AC00366,1108.46,2023-08-31,Debit,Los Angeles,Branch,1,9257.04,0,0,0,0,0,0,0
TX000880,AC00362,52.95,2023-08-07,Credit,Charlotte,Online,1,6335.58,0,0,1,0,0,1,0
TX000881,AC00094,120.17,2023-08-08,Debit,Portland,ATM,1,5403.79,0,0,0,0,0,0,0
TX000882,AC00225,220.80,2023-09-06,Debit,Indianapolis,Online,1,8135.31,0,0,1,0,0,1,0
